,link,published,site,text,title,class
10,https://nationalreport.net/trump-paints-himself-into-a-corner-in-oval-office/,2019-01-10T03:38:54+00:00,Nationalreport,"Image Source: Flikr

Donald J. Trump, fresh from a second contentious Oval Office meeting with House Speaker Nancy Pelosi and Senate Minority Leader Chuck Schumer, wasted no time blaming both Democrats for the breakdown in negotiations designed to bring an end to the federal government’s shutdown, now entering its third week.

“Donald Trump’s done the impossible,” said Capitol Hill pundit Althea Thoone. “He’s painted himself into a corner in a room that has no corners – the Oval Office!”

Sen. Chuck Schumer called the President’s latest behavior a temper tantrum. “Unfortunately, the president just got up and walked out,” Schumer told a throng of waiting reporters. Trump reportedly threw papers on the floor and stormed away after Speaker Pelosi again denied Trump funding for his border wall.

The shutdown has been a particularly sticky wicket for the president, particularly after the trio’s first meeting, when Trump, seated beside a stoic Vice President Pence, told the two Democratic leaders that he would take the blame for the shutdown.

“He’s painted a picture of himself as this border security warrior,” said Thoone, “but he’s bristled during recent meetings with Pelosi and Schumer because of his refusal to back down on his principal campaign promise — to build the wall.”

[adsforwp id=""70836""]",Trump Paints Himself Into A Corner in Oval Office,fake
11,https://nationalreport.net/trump-white-house-readies-pardons-for-two-jive-ass-turkeys/,2018-11-20T14:08:47+00:00,Nationalreport,"<Washington, DC>In keeping with longstanding tradition, the White House is said to be preparing pardons for two jive-ass turkeys, according to high ranking officials with no knowledge of the decision. The turkeys, “Eric” and “Don Jr.”, will hopefully live out the rest of their days in obscurity after avoiding life sentences for their part in conspiring with a hostile foreign government to influence the 2016 Presidential election, obstructing justice and committing light treason (allegedly).

Mr. Trump will be announcing the pardons during a ceremony taking place in the White House Rose Garden. Melania and Barron will likely be in attendance.

This years pardons come on the heals of multiple pardons provided for equally jive-ass turkeys over the past two years by the Trump administration including disgraced former Maricopa County sheriff Joe Arpaio, serial perjurer Lewis “Scooter” Libby, and token foreign Conservative Dinesh D’ouza.

Other jive-ass turkeys likely being considered for pardons include Roger Stone Jr., General Michael Flynn, Jarod Kushner, Ivanka Trump, Paul Manafort and Rick Gates. The President is said to be discussing a preemptive pardon for himself as well.

According to legal professionals the pardoning of jive-ass turkeys at the federal level does nothing to protect them from being prosecuted at the state level.

[adsforwp id=""70836""]",Trump White House Prepares Pardons for Two Jive-Ass Turkeys,fake
12,https://nationalreport.net/alex-jones-suggests-flying-false-flag-half-staff-shooting-victims/,2018-05-18T18:00:16+00:00,Nationalreport,"<Austin, TX>Renowned radio show host and fake news creator Alex Jones has reportedly asked his audience to fly the false flag at half-staff in honor of today’s shooting victims. While details of the shooter have not been released, Alex is likely spinning up all kinds of untruths in order to satisfy his legion of brain-dead followers.

“Was the shooter a Muslim? A Mexican? Antifa? BLM? A disgruntled employee? Was he radicalized by the gay agenda? Why did he hate Christians? Did anyone actually die? Are these the same crisis actors used during the Vegas shooting? Did you see that Craigslist ad recently seeking extras for a mass casualty exercise? How was Hillary involved? Could Obama have done more to prevent this attack? Did some crazed liberal shoot up this those folks to blame Trump and take away our guns? If this story is even true why did none of the victims shoot back?,” Alex likely opined during this afternoons editorial meeting.

This is a developing story. Please check back for additional information.

Image Source: Flikr

[adsforwp id=""70836""]",Alex Jones Suggests Flying False Flag at Half-Staff for Shooting Victims,fake
13,https://nationalreport.net/5-great-ways-entertain-guests-thanksgiving-celebration/,2017-11-23T15:00:30+00:00,Nationalreport,"For those of you who are actively avoiding the Black Friday Shopping frenzy, and actually looking forward to spending meaningful time with your family and friends, National Report has lovingly put together a list of new and unique ways to create memorable experiences during this year’s Thanksgiving celebration.

Surprise Thanksgiving Roasts

One great way to involve folks in holiday oriented entertainment is to make the tried-and-true Thanksgiving meal into an unwitting scavenger hunt! Similar to the traditional Mardi Gras King’s cake, in which a small coin or figure of baby Jesus is hidden inside, we recommend you hide something small or unexpected inside of at least one of the main dishes or desserts. Staff picks include a set of false teeth submerged in Great Aunt Muriel’s homemade cherry cheesecake, or a modest bag of mixed prescription medication concealed in the mashed potatoes.

Once these unanticipated objects have been discovered, announce the finder as the subject of a brutal holiday roast! This game is a hilarious idea for all-inclusive entertainment, as everyone can criticize and berate the winner under the pretense of light-hearted ribbing, providing hours of amusement, and an acceptable excuse to dish out both emotional abuse, while creating fond memories for years to come.

Truth Or Dare

Do you suspect your family and/or friends are holding out on some dark secrets or privy to juicy need-to-know gossip? Well, there’s no better way to really know your loved ones more intimately than to play an alcohol-fueled variant of truth or dare, also known as Spin the Bottle! If alcohol may not be effective for the family that already regularly drinks together, just use the CIA’s favorite truth serum, Scopolamine, and spike their drinks.

Of course, children must be excluded from this game due to its adult themes, so I suggested you shut them away in a distant room as to prevent any trauma due to all the familial skeletons figuratively pouring out of the closet. Who knew that Aunt Terri actually DID get rid of Uncle Berry for his $100,000 life insurance policy, and that he wasn’t simply a victim of an unfortunate, and unsolved hit-and-run accident? You never know what you might learn about your family’s history!

Outdoor Scavenger Hunt

Like most Thanksgiving celebrations, it is likely your guests have had at least two other meals under their belt before the main event. Consequently, in order to work up a genuine appetite for your Thanksgiving spread, have them embark on a harrowing scavenger hunt through a rented corn maze! (The bigger, the better.) Not only will it make them feel genuinely thankful for all the work you’ve done to host this holiday event but also provide you with enough time to actually finish the cooking!

Provide your party with a flare gun and a small flashlight in case they get lost in the maze, or are unable to understand the clues you’ve dispersed randomly around the cornfield. That way they can find each other, and hopefully signal for help as darkness falls. The first ones out of the maze get to have the initial choice of their favorite foods, while the last to finish have to wash all the dishes, providing them with plenty of incentive to participate!

Cosplay

Our next suggestion is to recreate an authentic Thanksgiving holiday by cosplaying as your favorite pilgrims from the Mayflower, complete with costumes and a vastly limited spread of food reminiscent of a meager Paleolithic diet. Hire real Native Americans to sit alongside your family and eat with you, just as they had with the pilgrims!

Keep it traditional by trading them in dried corn, glass beads, and firewater for their service, and insist that they too attend the meal in historically accurate attire, such as leather loincloths, feathered headbands and a necklace of real human scalps.

Invite The Homeless

Turn your house into a surprise soup kitchen for the disenfranchised and unfortunate without informing your guests before they arrive!

Before turning your homestead into an impromptu food trough for the poor and downtrodden, it is highly recommended that you put up chicken wire to prevent them from getting into undesirable areas, such as your organic tomato garden, underwear drawer or medicine cabinet.

Thanksgiving is full of human-interest pieces and Facebook images about selfless individuals providing hot meals to the needy on a day known for generosity and goodwill. Bring this instant karmic good luck to you and all your loved ones by getting them unknowingly involved with your philanthropic endeavors. Put them on the spot as they are surrounded by shambling drug addicts and the streams of urine left in their wake. They will not be able to refuse an opportunity to brag about their charitable and selfless holiday on the nearest social media platform, especially before starting their Black Friday binge shopping!

[adsforwp id=""70836""]",5 Great Ways To Entertain Guests During Your Thanksgiving Celebration - National Report,fake
14,https://nationalreport.net/study-claims-women-abandon-feminism-finding-meaningful-relationships-men/,2017-11-14T16:00:05+00:00,Nationalreport,"Women who remain die-hard feminists well into adulthood are oftentimes the least desirable specimens, science now claims.

“The only relationships they have are often ones with other females who subscribe to the same strict ideologies, and serve as echo chambers for extremist thought. The stereotype of overweight, unattractive, bitter, resentful hags with a chip on their shoulder isn’t really too far from the truth,” said Sheila Baker, director of the Garrison Institute located in Langford, Mississippi.

“Women who quickly abandon feminism are just happier in the long run,” Harman told National Report. “Once they engage in a healthy relationship with a member of the opposite sex, 78% of women realize that they had been brainwashed via college campuses and social media. They’re ashamed of having associated with a mob of mentally-ill whiners and seek to distance themselves from that lifestyle as much as possible.”

After graduating high school, Sheila Baker was accepted into at a well-known liberal college located in the Pacific Northwest, attended primarily by the offspring of affluent families. Even then, feminism was the social justice ’cause du jour’ amongst bleeding-heart upper class young adults with no worldly perspective or experience. “It’s true. I identified as a feminist in college,” Baker blushingly confessed. “It’s really rather embarrassing to admit now. I marched in the marches. I blogged with the best of them. I was full of entitlement and resentment towards what I thought at the time was the source of all the world’s ills: The Patriarchy. In particular, white males. The only real exposure I had to the less fortunate was through my textbooks. Instructors basically fanned the flames by telling us that all sources of oppression and strife within’ the world were due to privileged Caucasians.

You get a bunch of impressionable white kids together who are in a rebellious frame of mind and tell them that the families they grew up with are basically responsible for everything that is wrong with the world and I can guarantee the outcome is not going to be a healthy one.”

And the horror stories don’t stop there says Sheila, who claims she has heard thousands of stories which ring similarly to her own. And far too many of those tales result in permanent damage to the woman, her personal life, and familial relationships.

Barker went on to elaborate upon one particular instance in which a woman became so wrapped up in feminism that she was disowned by her family, eventually leading to her untimely demise at the hands of an intentional overdose.

“We’ll call this woman K.C. out of respect,” Sheila began. “We were close friends in college, and even by my own admittedly very liberal standards, she was quite extreme. Always talking about how men should be castrated and put in labor camps. She updated her social media with misandrist hate speech, and even went onto violently attack her younger brother when he accidentally misgendered one of her friends.

During this time K.C. intentionally gained 200 pounds in what she called her fight against beauty stereotypes. What was once a beautiful, attractive young girl had permanently mutilated herself with facial tattoos, piercings, and morbid obesity.”

Sheila Baker will be releasing her findings in an upcoming interview with OUT Magazine, as well as a 30 state tour to sign the accompanying book which goes into even more detail as to why young women fall into the treacherous trap of liberalism, and how to reclaim their lives from commie parasites, and other damaging ideologies which prey on a misguided desire to make the world a better place, all while paving the hell.

[adsforwp id=""70836""]",Study Claims Women Abandon Feminism After Finding Meaningful Relationships With Men - National Report,fake
15,https://nationalreport.net/christopher-plummer-to-play-role-of-roy-moore-in-alabama-senate-race/,2017-11-09T21:09:50+00:00,Nationalreport,"(Montgomery, AL) – With just weeks before the Alabama Senate special election between Republican Roy Moore and his Democratic challenger Doug Jones, news broke this afternoon suggesting sexual indiscretions dating back decades between Moore and a then 14-year-old girl. The Washington Post broke the story stating the then 32 year-old Moore pursued a sexual relationship with Leigh Corfman outside a courtroom in Etowah County, Alabama in 1979.

The allegation, which includes 3 additional women between the ages of 16 and 18 and is supported by as many as 30 sources, sent shockwaves through the Republican Party forcing many high-ranking officials to respond on the record. Discussion quickly turned to the possibility of replacing Moore on the ballot, however Alabama law prohibits the replacement of a party candidate up to 76 days before the election.

Dan Stevens, a spokesman for the Alabama secretary of state’s office told National Report Thursday the role of Moore will instead be played by actor Christopher Plummer. Plummer recently became a hot Hollywood commodity after he was chosen to replace another alleged pedophile, Kevin Spacey, in the upcoming file “All the Money in the World.” He can, however, get all the money in the world by reading National Debt Relief reviews and more. It may not give him all the money in the world, but it sure is a great resource to help consolidate debt that can afford you more financial freedom.

Moore has denied the allegations and has taken to social media to blame the mainstream media, along with the “National Democratic Party” for what he considers to be a smear campaign.

National Report reached out to representatives for Mr. Plummer, but no response was received prior to publication.

[adsforwp id=""70836""]",Christopher Plummer to Play Role of Roy Moore in Alabama Senate Race,fake
16,https://nationalreport.net/35-year-old-man-sues-mother-evicted-basement-home/,2017-11-07T20:57:27+00:00,Nationalreport,"Duane Hollingsworth shuffles around the cramped confines of his temporary home–a tiny 5th wheel trailer filled with boxes containing clothes, personal effects, and other meager belongings. After spending his entire life dwelling in the basement of his mother’s home, she had finally become fed up with her unmotivated son and gave Hollingsworth the boot.

The unemployed 35-year-old who has never lived on his own was clearly distressed when I spoke with him Wednesday. “She’s destroyed my life”, he exclaimed bitterly, staring at the photo in his clenched fist; A photograph of his family during happier times.

Duane has 3 younger siblings who have since gone on with their lives and become successful, driven adults, but Duane’s life just never seemed to take off. He remained content with frittering away his days playing video games and watching anime cartoons; Things that are mostly enjoyed by children. Duane is an adult male who just absolutely refuses to grow up.

After the death of Duane’s father 2 years ago, his mother Janice gave him an ultimatum: Either get a full-time job, enroll in college, or find somewhere else to live. After a handful of paltry attempts to secure employment at various fast-food establishments, it was clear that Duane would rather spend his time nestled among My Little Pony figurines in a musky basement than actually work for a living.

“It was clear he wasn’t serious about making a living for himself”, Janice explained. “He always had some excuse and frankly all these excuses were wearing very thin. I just wanted him out so I could enjoy retirement after having lost my husband. He was becoming an enormous financial burden and didn’t seem to care. Duane wouldn’t budge. He would frequently lash out and blame his siblings and myself for his lot in life.”

Eventually the moment of reckoning finally arrived in January of this year. Janice gave Duane 30 days to find somewhere else to live. “It was 30 days of pure hell. He stormed around the house screaming and crying. I could not believe what a spoiled brat he was at 35 years years of age! He always resented me for having more children after he was born. I suppose he just thought he would be the baby forever, but that clearly is not a healthy way for an adult to live.”

Duane finally found a tiny trailer for rent on the outskirts of town. He is currently supporting himself by selling off his vintage action figures and other collectibles on Ebay. He has also began taking steps to sue his own mother for damages, pain and suffering, emotional trauma and illegal eviction, all to the tune of 750k.

“I have PTSD now”, he exclaimed during our short interview. Duane sat across from me looking distressed and disheveled, wearing grimy gray sweatpants and a threadbare Power Rangers t-shirt which was clearly too small for his hulking frame. “My mother is going to pay for kicking me out! I had squatter’s rights! That was my lifelong home and my mother did nothing but torture me the whole time I was there! My parents neglected me when my other siblings were born so I totally deserve to stay there as long as I want! Nobody knows the hell I have endured!”

When questioned about the impending lawsuit being served up by her own son, Janice just shakes her head. “He only has himself to blame for his situation and obviously, he’s going to lose. Our only crime was being too nice and enabling this sort of behavior. Unfortunately, by coddling a weakling for far too long, I created a monster.”

[adsforwp id=""70836""]",35-Year-Old Man Sues His Mother After Being Evicted From Basement Of Her Home,fake
17,https://nationalreport.net/trojan-name-new-ultra-thin-skin-condom-donald-trump/,2016-03-20T21:10:13+00:00,Nationalreport,"Trojan, the world leader in modern condom technology, announced today the company has developed the world’s thinnest-skin condom to date, and will market the new condom after the thinnest-skinned man to ever run for President of the United States, Donald J. Trump.

The new Trojan Ultra-Thin Skin Scum Bag© will be available for a limited time and sold exclusively to novelty shops and truck stops nationwide. The Scum Bag© will come in two different shades of orange, regular & extra-dark, and be marketed towards “the small hands kinda guy.”

Trojan President Hugh Jardon said his company does not normally mix business with politics, but sees an opportunity to cash in on America’s fascination with all things Trump, especially after the real estate mogul himself brought his penis to the foreskin of American politics.

Jardon says Trump was a “no-brainer” when his marketing team asked if he had anyone in mind for the new ultra-thin skin dunce cap. “The Donald has the thinnest skin in the world, so from a marketing standpoint it just made perfect sense.” Asked if he was worried about a possible lawsuit from Trump, Jardon is confident Trojan’s legal department “took every precaution” to avoid any legal trouble. “Unlike Mr. Trump, I don’t have the skin of a bat wing. I can handle someone who challenges me or questions my decision making.”

The new Trojan Ultra-Thin Skin Scum Bag© will compete against other similar Trump novelty condoms currently flooding the marketplace, while offering consumers a higher standard of protection. Smaller men will now have a quality product to help them “overcomb their fear of pregnancy and STD’s” while still delivering “the highest sensitivity” the condom market has ever seen.

[adsforwp id=""70836""]",Trojan Name New Ultra-Thin Skin Condom after Donald Trump,fake
20,https://nationalreport.net/trump-to-nominate-chris-christie-to-supreme-food-court/,2016-11-20T18:01:19+00:00,Nationalreport,"TRUMP TOWER – President-Elect Donald J. Trump has reportedly assured NJ Governor Chris Christie that, despite recent reports, he has not been banished from his inner circle, and will nominate the Bridgegate behemoth to the Supreme Food Court.

“Mr. Trump decided it would be humorous to have his little “Christie Kreme” (his new Secret Service name, according to insiders) around, so he created the special position just for him,” says Trump’s longtime attorney/bankruptcy expert, David Friedman.

In selecting Christie, 54, The Donald will be bringing in a “yes, I’ll have another” man that won’t clash with his own oversize, portly ego. “I think Mr. Trump wants Christie around just so he can humiliate him,” said Trump’s chief financial officer, Allen Weisselberg, “and he knows he’ll do whatever he says, whenever he says to do it.”

Despite rumblings of a massive falling out between the two, those closest to the president-elect say otherwise.

Jared Kushner, the husband of Trump’s daughter Ivanka, said a Christie nomination would be a wise one, and would produce instant results. “Mr. Christie’s transition from the gravy train to the Trump train was seamless,” he said. “I think he would shake things up and make an enormous impact.”

Stephen Miller, who played a crucial role in Trump’s campaign, including drafting his acceptance speech at the Republican National Convention, says Christie has a “gargantuan-sized heart” and is “the perfect fit” for the new court.

“Governor Christie is not only ‘pro-life’, but he understands the birthing process better than anyone I know,” Miller said, “and as far as the 2nd Amendment is concerned, I’ve seen that guy conceal a .30-06 in the crease of his back fat. Trust me, there’s nothing to worry about.” Miller joked that Christie loves and supports the NRA almost as much as KFC. “He will step up to the plate, that’s for damn sure.”

While often referred to as the “butterball” of the “Grand Old Party Sub,” it appears Mr. Christie’s nomination to the Supreme Food Court is already a foregone conclusion.

[adsforwp id=""70836""]",Trump to Nominate Chris Christie to Supreme Food Court,fake
22,https://nationalreport.net/man-shouts-allahu-akbar-before-photobomb/,2016-10-05T17:50:59+00:00,Nationalreport,"Amsterdam, Netherlands – According to Dutch police, a crazed man detonated a devastating photobomb on an unsuspecting newlywed couple visiting Amsterdam on their honeymoon.

The couple, John and Maggie Hillard from Manistique, Michigan, was taking a tour of the city Tuesday afternoon and taking pictures when a man suddenly appeared out of nowhere and shouted “Allahu Akbar!” (God is Great) before photobombing what would have been a very nice picture of the beautiful Amstel River.

Netherlands Prime Minister Mark Rutte was on holiday in the south of France but returned immediately for an emergency meeting with the country’s National Security Council.

“I condemn any and all photobombing,” the prime minister said. “Thoughts are with the victims of this heinous attack. We have the suspect in custody and are monitoring the situation closely.”

“Initial indications very clearly point towards terrorism,” he told the Dutch newspaper De Telegraaf.

While Mr. Hillard escaped unharmed, his wife Maggie was treated and released for minor emotional distress. It is currently unknown if the couple plan to pursue charges.

The suspect, Amir Fahdi, 39, told investigators that he too was visiting Amsterdam as a tourist and was just asking the newlyweds for directions. “We’re looking into his claims,” said lead investigator, Martyn Verhoeven.

Records show Mr. Fahdi was recently questioned by FBI officials in the U.S. after he allegedly launched a cyber attack that left an acquaintance’s inbox destroyed.

[adsforwp id=""70836""]",Man Shouts ‘Allahu Akbar!’ Before Photobomb,fake
24,https://nationalreport.net/area-mall-offering-10-discount-to-all-non-active-shooters/,2016-09-28T00:09:33+00:00,Nationalreport,"Appleton, WI – The Fox Valley Mall has come under fire (pun intended) for an ad placed in Sunday’s Press Gazette newspaper offering a mall-wide 10% discount to all “non-active shooters” during the month of October. This comes amid a spate of mall attacks throughout the U.S., leaving many area shoppers and victim advocacy groups wondering how such a tasteless joke could ever make its way into print.

A spokesperson for the Fox Valley Mall told local reporters they had no knowledge of the ad and said an investigation is underway to determine where it may have originated from. However, the mall will still honor the 10% discount as advertised.

“Oh that’s a load of horsesh*t,” said a Fox Valley Mall employee who asked to remain anonymous. “There’s no way that ad just magically appeared in the Sunday paper,” he said, “this is the new age of viral marketing. Better get used to it.” The employee said the sleazy ad fits the mall owners M.O. perfectly. “They knew it would create a stir and get people talking, and that is exactly what’s happened.”

Roger Holloway, founder of the victim’s rights advocacy group Triggerz, agrees. “It’s that mentality that says anything is fair game in the name of profits. Hell, I wouldn’t put it past some of these shop owners to stage some sort of false flag attack to get the registers ringing again.”

Mr. Holloway says big chain stores like Starbucks are banking on the annual ‘War on Christmas’ hysteria to widen their year end profit margins. “They know that holiday cup and all the make-believe controversy that comes along with it is the key to their quarter’s earnings,” he said, “thank God for idiots who get offended year after year after year over a coffee cup eh?”

All calls to the investment group that owns the Fox Valley Mall have not been returned as of press time.

[adsforwp id=""70836""]",Area Mall Offering 10% Discount to Non-Active Shooters,fake
